POSTCODE,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Population_3_and_over,Total_Population_school_census,RM2018_01,RM2018_02,RM2018_02a,RM2018_03,RM2018_04,RM2018_05,RM2018_06,RM2018_08,RM2018_09,RM2018_10,RM2018_11,RM2018_12,RM2018_13,RM2018_14,RM2018_15,RM2018_17,RM2018_18,RM2018_21,RM2018_22,RM2018_23,RM2018_24,RM2018_25,RM2018_26,RM2018_27,RM2018_28,RM2018_29,RM2018_30,RM2018_31,RM2018_40,RM2018_41,RM2018_42,RM2018_43
RM65NX,73,20,40,40,70,23,8,25,11,19,7,1,0,59,1,0,0,0,2,6,4,4,6,3,8,1,0,2,6,0,3,11,6,0,1,0,8,8
RM65PD,117,33,87,86,115,19,3,25,24,24,24,9,0,44,17,0,10,6,1,33,2,7,19,11,9,4,1,3,4,1,15,11,6,0,3,2,6,2
RM65PH,104,36,67,65,101,25,9,28,7,33,14,6,0,54,3,2,3,3,3,34,1,10,17,3,14,3,1,10,4,1,4,29,3,0,2,1,14,7
RM65PJ,116,36,80,76,108,18,11,25,20,30,15,9,0,40,21,0,5,9,4,30,3,12,18,7,15,4,2,5,1,2,6,27,3,0,2,2,9,3
RM65PL,43,14,28,22,37,6,7,7,3,17,2,7,1,12,3,9,10,2,0,7,0,5,7,0,4,3,2,2,2,1,9,0,5,0,0,1,1,0
RM65PP,32,11,30,29,32,0,0,2,3,8,2,8,0,9,0,21,2,0,0,0,0,0,10,4,1,4,1,1,0,0,8,0,3,0,1,0,0,0
RM65PR,65,17,40,40,62,12,7,18,8,21,9,0,0,12,24,8,5,0,1,0,7,10,5,3,10,0,0,2,2,0,7,1,9,0,1,1,2,0
RM65PS,45,18,33,29,42,6,4,8,2,17,5,8,0,28,5,1,0,0,2,5,0,0,11,3,5,1,4,3,1,1,8,9,1,0,3,1,4,2
RM65PT,41,12,28,25,37,7,7,5,4,11,2,7,1,18,15,0,0,6,1,0,0,3,7,2,3,3,2,0,1,1,8,1,3,0,1,2,2,0
RM65PU,34,11,27,27,34,1,1,6,5,13,3,1,0,9,7,1,3,0,0,10,1,1,6,3,4,1,0,2,1,0,10,0,1,0,0,0,0,0
RM65PX,29,10,22,20,29,5,0,6,1,14,1,2,1,16,5,5,0,0,0,3,0,0,7,2,2,1,1,3,1,0,5,4,1,0,0,0,2,4
RM65QA,22,9,20,20,22,2,0,2,6,10,2,0,0,13,3,0,0,0,1,0,3,0,7,5,2,0,0,2,0,0,6,2,1,0,0,1,0,0
RM65QB,143,43,101,101,136,20,12,26,24,47,22,2,0,94,13,0,7,1,9,7,7,6,22,14,13,1,0,7,7,0,12,2,29,0,2,0,14,1
RM65QD,59,26,46,42,58,6,4,8,7,14,12,5,1,26,6,4,1,3,4,6,3,6,17,5,7,2,3,7,2,0,17,3,6,0,1,2,5,2
RM65QH,99,34,74,68,95,11,8,15,16,31,9,8,2,55,13,0,1,4,1,19,4,4,21,9,7,3,4,5,3,2,17,12,5,0,2,0,7,1
RM65QJ,113,40,79,68,108,19,9,21,16,28,14,15,1,58,17,1,6,1,1,22,4,5,24,10,10,7,6,1,4,1,24,11,4,0,2,6,7,6
RM65QL,102,34,65,61,94,20,13,23,11,31,11,11,0,41,19,4,3,0,5,19,8,5,18,3,9,5,1,9,5,1,12,15,6,0,6,1,8,4
RM65QP,90,29,58,56,86,16,5,25,5,29,9,6,0,35,24,3,7,0,4,14,0,6,14,7,9,2,1,4,4,1,19,6,4,0,1,0,2,1
RM65QR,121,44,87,82,117,18,7,24,17,35,21,9,0,47,20,11,11,0,1,23,4,7,25,9,14,3,5,8,5,0,28,10,6,0,4,1,4,8
RM65RA,30,10,22,21,30,7,2,6,5,10,4,2,0,9,1,11,4,0,2,3,0,2,6,2,1,0,0,4,1,2,5,0,4,0,0,0,1,0
RM65SA,101,42,65,59,93,15,13,21,7,25,12,15,2,44,10,6,10,2,1,20,4,4,25,6,10,4,9,6,6,1,13,23,6,0,2,1,14,5
RM65SB,67,23,52,47,64,9,5,10,8,27,9,4,3,30,19,5,6,0,4,3,0,5,14,6,7,3,1,4,2,0,17,0,5,0,0,2,1,0
RM65TH,50,27,45,27,49,0,3,2,1,9,4,21,0,28,6,6,6,0,3,0,1,0,24,4,3,7,8,5,0,0,23,1,3,0,0,2,2,0
RM65TJ,57,28,52,39,55,3,3,2,5,15,6,19,3,28,12,10,2,3,0,0,0,2,24,6,3,8,7,3,1,0,22,0,4,0,0,2,1,0
RM65UB,78,47,73,46,77,2,2,3,2,12,8,36,3,62,5,7,1,0,0,1,1,0,42,4,4,15,12,11,1,0,42,0,5,0,0,2,2,0
RM65UE,72,55,64,39,71,1,2,5,2,9,3,36,3,59,6,1,4,0,1,0,0,1,51,0,0,3,30,18,1,3,3,45,2,0,0,6,2,0
RM65UF,275,81,213,212,266,43,13,45,53,82,41,11,0,206,14,4,7,1,7,19,13,6,46,32,28,5,2,7,6,1,0,52,29,0,6,0,39,15
RM65UH,39,24,36,23,39,0,0,3,3,6,1,22,2,22,5,6,2,0,0,2,0,0,22,2,1,7,11,2,1,0,22,0,2,0,0,7,1,0
RM65UJ,54,29,51,31,54,0,0,2,1,7,3,33,1,43,4,0,2,2,0,1,2,0,27,2,1,12,10,3,0,1,25,0,4,0,1,0,1,0
RM65UQ,63,16,31,31,59,17,5,25,7,14,8,1,0,32,0,0,7,9,2,8,4,6,4,2,5,0,0,2,5,1,0,5,11,0,2,0,7,11
RM66AA,65,22,51,49,62,8,6,7,8,18,9,6,0,33,4,9,12,3,0,3,0,6,14,6,5,3,2,3,2,1,19,0,3,0,0,0,0,0
RM66AB,49,16,36,34,46,7,4,9,7,11,7,6,0,17,1,13,2,7,2,3,2,4,8,1,8,3,1,3,0,0,14,2,0,0,0,0,1,0
RM66AD,36,12,26,23,34,5,5,5,4,14,1,4,0,15,1,7,5,6,0,0,2,3,6,2,4,2,1,1,2,0,9,0,3,0,1,0,0,0
RM66AJ,73,23,55,51,71,11,4,14,7,25,7,6,1,32,1,8,20,4,1,4,1,7,15,7,7,2,3,3,1,0,20,1,2,0,0,1,2,1
RM66AP,63,27,46,42,62,9,4,11,8,15,11,7,1,27,13,0,1,0,2,18,0,8,18,6,6,3,3,6,2,1,10,0,17,0,5,1,5,0
RM66AU,24,6,17,17,23,4,3,4,1,10,4,0,0,8,7,1,5,0,1,1,1,4,3,2,3,0,0,1,0,0,2,0,3,0,0,1,0,0
RM66BB,78,31,65,62,76,9,5,8,11,21,18,6,0,32,8,21,8,2,1,4,0,7,23,8,5,4,2,9,3,0,27,0,4,0,0,0,2,1
RM66BD,87,31,72,61,86,7,3,10,10,22,11,24,0,41,3,7,4,12,4,2,5,4,22,6,5,12,2,2,3,1,27,0,4,0,0,2,1,0
RM66BE,85,31,74,68,82,9,5,6,11,24,9,14,2,42,13,15,4,5,0,4,1,6,24,7,6,10,1,6,1,0,28,0,3,0,1,2,1,0
RM66BH,42,14,34,30,39,4,3,5,6,14,4,5,0,15,16,4,4,0,0,1,2,4,9,3,5,2,1,3,0,0,13,0,1,0,0,3,0,2
RM66BJ,160,54,114,107,148,24,17,27,17,53,22,16,0,52,15,25,26,11,1,18,5,16,27,7,21,8,3,9,4,2,35,0,19,0,4,2,6,2
RM66BL,53,17,44,40,49,4,4,4,4,17,8,7,0,21,2,5,8,12,0,2,2,1,13,5,1,1,2,5,0,3,14,0,3,0,0,4,2,0
RM66BP,43,20,37,32,41,1,5,1,3,13,6,8,0,23,6,5,6,0,0,0,2,1,15,5,3,5,1,4,1,0,15,1,4,0,1,1,0,0
RM66BS,121,48,103,90,117,14,5,13,20,31,20,19,2,44,8,23,1,11,3,18,4,5,36,8,9,8,8,12,2,1,36,0,12,0,2,5,1,3
RM66BT,89,16,60,58,81,14,11,16,16,27,10,2,1,14,4,2,15,26,1,20,4,13,3,2,11,0,0,1,0,2,11,0,5,0,1,0,3,0
RM66BU,86,34,66,63,82,10,5,14,6,26,16,6,0,38,14,11,5,5,1,8,3,4,23,10,9,2,3,8,1,0,26,0,7,0,0,2,2,1
RM66BX,70,20,53,48,68,12,3,12,8,23,11,11,0,20,21,10,5,0,0,9,4,6,10,2,8,4,1,3,0,2,16,0,3,0,1,0,1,0
RM66DA,88,24,65,61,81,5,9,13,17,27,14,3,2,21,14,2,11,21,0,10,2,4,14,4,9,1,3,6,1,0,13,0,11,0,0,0,3,1
RM66DB,69,22,51,48,66,12,5,12,12,15,12,8,0,15,11,14,1,8,1,17,1,6,15,7,5,3,3,2,1,1,19,0,3,0,1,1,0,0
RM66DD,89,28,65,58,88,9,3,20,11,28,13,11,1,13,15,14,19,18,0,3,0,2,16,5,9,1,6,4,0,3,20,0,7,0,3,1,2,0
RM66DH,60,53,60,35,60,0,0,0,0,1,1,45,4,49,6,0,0,0,0,4,1,0,53,1,0,6,37,9,0,0,0,53,0,0,3,0,35,0
RM66DJ,29,15,19,18,26,2,3,7,0,15,2,1,0,14,7,7,0,0,0,0,0,2,10,2,2,0,1,7,3,0,10,0,5,0,1,0,3,0
RM66DR,52,24,33,32,48,6,9,10,3,15,9,4,0,13,3,3,11,6,1,10,0,5,14,1,6,1,3,9,2,0,8,0,15,0,4,0,3,0
RM66DS,99,39,77,70,96,7,4,15,17,31,18,11,0,30,30,14,1,12,0,5,0,5,27,6,9,4,5,12,3,0,28,0,11,0,3,2,0,0
RM66DT,137,46,106,99,128,21,14,15,19,43,18,15,0,60,27,13,7,9,5,6,6,12,30,12,13,5,7,6,3,0,38,0,8,0,3,3,1,3
RM66DU,73,27,57,53,69,6,6,10,6,23,8,12,1,32,3,9,8,12,1,6,1,5,17,4,8,7,2,4,2,0,22,1,4,0,1,1,2,0
RM66DW,65,24,43,43,62,10,4,17,8,20,6,3,0,35,2,3,0,0,0,18,6,1,13,5,6,0,2,6,4,1,0,20,4,0,2,0,8,2
RM66DX,66,26,50,42,64,10,5,10,6,20,9,13,0,21,6,16,14,7,0,0,2,8,17,4,7,5,3,5,2,0,24,0,2,0,1,1,0,0
RM66EA,178,55,138,121,167,11,19,19,16,58,19,24,2,82,15,22,22,17,4,3,9,2,34,10,17,10,4,10,1,3,44,4,7,0,1,3,2,1
RM66EB,166,42,122,116,159,24,12,28,28,54,6,19,0,63,25,14,26,19,3,1,5,10,22,9,15,7,4,2,2,2,25,3,12,0,2,1,4,6
RM66ED,71,23,60,53,69,3,4,7,10,23,8,10,0,22,13,21,5,2,0,7,1,3,18,7,2,4,4,3,2,1,16,0,7,0,2,2,3,1
RM66EH,59,17,42,39,53,4,8,7,13,18,7,3,0,12,21,4,6,4,1,10,0,3,10,3,7,2,0,5,0,0,11,0,6,0,1,0,1,0
RM66EJ,45,15,37,37,43,4,3,5,9,13,10,2,0,21,3,0,4,0,0,16,0,4,10,7,4,1,0,2,1,0,11,1,3,0,2,1,1,0
RM66EL,86,28,71,67,83,9,5,9,11,33,14,4,1,30,9,14,11,6,2,6,7,6,19,10,6,1,4,4,2,0,20,0,6,0,2,1,2,1
RM66EP,37,14,27,24,34,7,4,5,3,10,4,5,0,10,3,17,0,4,0,0,0,5,9,4,4,0,4,1,0,1,9,2,2,0,0,1,4,0
RM66ER,50,23,40,36,50,5,2,8,4,17,7,8,0,22,5,5,7,4,0,6,1,1,17,4,4,3,4,6,2,0,13,3,6,0,1,2,2,0
RM66ES,41,16,35,31,40,4,1,4,6,13,2,7,1,17,8,3,10,3,0,0,0,1,12,3,3,3,2,4,0,1,11,0,5,0,1,1,3,0
RM66ET,102,31,75,70,97,12,8,18,9,28,10,10,0,27,24,17,8,0,1,10,8,8,15,7,10,4,1,3,3,3,23,0,8,0,1,2,0,0
RM66EU,93,22,71,70,90,17,7,15,16,28,11,7,0,22,5,36,0,19,0,5,3,11,12,5,10,4,1,2,0,0,18,0,4,0,2,0,0,0
RM66EX,72,23,58,57,71,7,2,12,10,27,5,5,0,17,8,25,1,7,1,6,2,5,16,9,3,2,0,5,1,2,18,0,5,0,1,2,1,1
RM66GE,37,18,24,24,34,5,7,6,3,19,2,1,0,23,3,0,2,0,2,3,2,0,11,0,4,0,1,10,3,0,10,0,8,0,0,0,2,1
RM66GN,94,37,64,63,85,13,12,16,13,42,8,1,0,17,32,8,8,0,4,7,5,10,19,7,11,0,0,12,5,1,13,0,24,0,4,0,4,1
RM66HA,64,22,47,44,63,12,4,11,13,19,5,5,0,20,14,2,12,10,0,0,2,7,14,6,6,2,2,4,2,0,14,0,8,0,1,0,1,2
RM66HH,87,34,53,50,78,18,16,17,8,31,8,5,0,22,28,3,6,0,1,23,2,12,16,5,10,0,5,6,7,0,14,0,20,0,4,2,3,5
RM66HJ,63,28,40,39,58,9,11,12,6,15,10,7,0,21,21,2,6,0,3,8,0,4,15,5,5,1,6,3,6,0,13,0,14,0,3,1,7,3
RM66HL,49,23,36,36,43,2,9,4,6,21,4,4,0,29,10,2,3,1,0,2,1,0,14,4,4,1,2,7,3,1,9,13,1,0,2,1,5,1
RM66HP,43,19,27,27,42,9,4,12,2,9,10,2,0,8,12,0,1,0,2,18,1,5,10,3,2,1,1,5,7,0,3,0,16,0,3,0,3,0
RM66HR,31,15,25,25,29,2,3,3,3,11,6,2,0,4,5,6,1,0,0,14,0,0,10,4,4,1,0,5,1,0,11,0,4,0,0,0,0,0
RM66JB,43,15,27,27,39,7,6,7,10,13,4,2,0,15,3,5,0,7,1,12,0,3,8,0,6,0,1,7,0,1,3,0,12,0,4,0,1,1
RM66JD,42,18,35,29,42,6,1,6,2,14,4,10,1,17,11,6,1,0,0,1,0,6,15,2,3,6,3,4,0,0,9,5,4,0,1,0,5,0
RM66JH,162,56,121,116,150,13,16,23,16,52,27,15,2,60,25,14,28,3,3,16,8,5,35,9,14,8,3,15,4,2,40,0,16,0,2,1,4,3
RM66JJ,143,47,116,106,140,10,5,20,22,42,24,20,0,38,13,19,18,9,9,24,5,5,29,10,13,7,5,7,2,2,32,0,14,0,0,2,4,1
RM66JL,40,15,35,32,40,4,1,4,5,6,8,11,0,23,5,9,0,0,0,1,2,0,12,5,2,4,1,2,0,1,13,1,1,0,0,1,0,0
RM66JP,36,12,24,23,34,5,3,8,5,10,6,2,0,27,1,1,4,0,1,1,0,2,7,2,4,1,1,3,1,0,7,1,4,0,0,0,0,0
RM66JR,40,16,36,32,37,1,3,1,4,13,2,11,0,31,3,3,1,0,0,1,1,0,14,4,2,6,2,2,0,0,12,2,2,0,0,1,1,0
RM66JT,86,25,54,52,79,8,16,14,6,30,6,5,0,16,15,10,13,13,2,9,2,6,10,5,10,0,3,2,2,2,14,0,11,0,2,1,3,2
RM66JU,34,10,25,24,32,1,3,5,6,6,6,2,1,2,6,5,0,4,0,15,2,1,5,3,4,2,0,0,0,1,9,0,1,0,0,1,1,0
RM66JX,68,19,46,42,64,2,8,12,6,27,3,10,0,11,3,10,18,4,1,12,0,1,9,1,10,5,1,2,0,0,16,0,3,0,1,1,0,0
RM66LA,111,41,91,80,105,6,9,11,14,37,14,15,0,55,5,8,11,12,1,7,0,1,31,15,9,6,5,5,1,0,28,2,10,0,1,1,3,0
RM66LB,101,33,81,74,96,8,6,14,8,29,9,14,0,46,17,9,13,0,0,7,0,6,23,11,7,7,2,3,2,1,27,0,5,0,0,1,2,0
RM66LD,57,20,39,38,53,7,7,9,8,20,7,4,0,14,15,3,10,1,0,11,3,5,9,3,7,2,1,3,1,0,9,0,11,0,1,0,1,1
RM66LH,179,55,127,123,172,26,12,35,26,54,29,12,0,76,29,22,13,16,0,14,1,20,28,10,20,5,5,8,6,1,34,1,20,0,2,3,8,4
RM66LJ,149,56,116,111,145,15,8,23,21,47,27,11,0,59,25,13,5,5,3,26,7,6,37,18,12,5,5,9,7,0,35,0,21,0,1,4,6,3
RM66LL,151,52,110,103,143,15,16,23,14,48,26,15,0,56,30,29,16,7,2,9,1,12,32,10,15,7,2,13,3,2,33,2,17,0,3,0,4,0
RM66LP,137,41,104,103,132,17,9,23,12,61,18,3,1,30,27,26,24,7,2,11,0,14,25,13,14,3,1,8,2,0,28,1,12,0,1,0,4,0
RM66LR,89,27,68,60,86,11,6,15,15,22,13,9,2,45,22,19,0,1,0,0,0,8,17,8,6,3,3,3,1,3,21,0,6,0,0,1,2,5
RM66LS,31,13,22,22,28,3,4,5,2,16,4,0,0,2,7,2,11,4,3,0,0,2,7,3,4,0,0,4,1,0,3,0,7,0,2,0,1,1
RM66NB,77,27,55,52,69,7,11,10,7,32,9,6,1,24,28,5,5,0,2,9,1,4,14,4,11,2,3,5,2,0,17,1,9,0,1,0,4,0
RM66ND,42,18,38,34,42,3,0,4,1,11,4,18,0,24,0,5,0,10,0,0,3,3,16,3,0,7,4,2,1,1,18,0,0,0,0,2,0,0
RM66NH,67,27,60,50,65,2,5,2,8,18,14,19,0,34,6,4,3,14,0,3,1,2,22,5,3,9,6,2,1,1,20,3,4,0,1,4,3,1
RM66NJ,76,39,56,50,71,6,8,12,4,23,12,10,2,32,13,4,6,5,1,10,1,2,27,5,6,3,8,11,5,0,11,18,10,0,2,3,9,1
RM66NP,60,25,45,42,55,7,7,8,4,25,6,7,0,14,17,8,13,1,1,3,1,6,15,3,6,2,4,6,4,0,17,0,7,0,2,1,2,0
RM66NX,64,30,44,42,62,6,3,17,3,26,3,5,0,26,13,6,3,0,2,11,2,2,16,6,4,2,2,6,8,0,0,0,29,0,9,1,6,2
RM66NY,36,32,36,15,36,0,0,0,0,2,1,24,3,32,1,2,0,0,0,0,0,0,32,1,0,3,21,7,0,0,2,0,0,0,0,7,0,0
RM66PB,29,17,23,21,27,2,2,4,2,9,3,3,0,12,5,1,2,0,5,3,0,2,14,3,1,0,3,8,2,0,2,0,14,0,2,0,6,0
RM66PD,72,21,51,48,70,2,6,13,11,19,13,7,0,23,22,7,2,3,1,8,0,2,12,6,5,3,2,1,1,1,14,0,7,0,0,4,3,0
RM66PN,102,46,74,74,95,7,16,11,9,51,10,2,0,12,25,21,6,15,1,18,0,4,29,9,11,0,1,19,4,0,17,0,28,0,2,0,4,1
RM66PR,35,14,25,25,34,1,4,6,3,18,2,2,0,12,2,7,1,3,1,8,0,1,8,2,3,2,0,4,2,0,9,0,5,0,0,0,2,1
RM66PS,51,20,30,28,48,8,8,11,5,14,8,3,0,12,9,0,4,5,0,18,1,5,9,2,6,0,3,4,3,0,3,0,17,0,3,0,6,1
RM66RB,45,13,31,30,40,8,8,6,4,17,3,2,0,6,17,3,9,7,1,1,0,7,7,3,5,1,1,2,1,0,7,0,6,0,3,0,1,2
RM66RD,41,12,34,31,40,4,1,5,11,10,4,3,0,10,7,1,1,7,0,7,2,4,7,5,3,1,0,1,0,1,8,0,4,0,1,2,0,0
RM66RH,113,30,82,77,110,22,6,22,21,37,13,12,0,10,13,26,40,10,2,5,2,12,13,6,8,2,2,3,2,6,21,0,9,0,3,2,0,0
RM66RJ,63,24,50,49,60,2,8,5,7,25,5,5,0,12,13,12,11,0,2,9,2,1,15,5,6,3,1,6,2,1,14,0,9,0,2,0,2,0
RM66RP,71,31,52,42,67,7,7,12,2,25,5,13,1,22,19,10,0,8,2,3,0,7,22,3,9,4,7,8,0,0,21,0,10,0,1,4,0,0
RM66RR,36,10,22,21,33,9,5,8,1,13,3,2,0,9,3,1,1,10,0,11,0,6,6,1,3,2,0,3,1,0,7,0,3,0,1,0,1,2
RM66RS,78,23,60,58,74,6,7,11,3,33,6,11,0,23,13,18,8,8,0,0,5,4,13,5,9,4,3,1,1,0,15,0,6,0,1,1,2,1
RM66RT,226,67,162,145,209,29,25,35,27,65,31,24,2,76,26,26,50,6,6,14,12,18,36,13,22,8,7,8,4,4,56,0,10,0,2,3,1,1
RM66RU,34,14,27,26,32,2,3,3,4,14,4,4,0,9,8,6,2,0,0,9,0,1,11,3,2,1,3,4,1,0,3,0,10,0,0,0,3,0
RM66RX,89,26,70,67,88,7,2,16,16,27,11,6,0,28,26,0,10,3,5,9,6,6,16,8,10,4,1,3,0,0,22,0,4,0,1,2,1,0
RM66SA,66,18,46,42,62,11,4,14,7,17,6,10,0,21,12,9,7,3,0,4,5,7,9,2,7,4,1,2,1,1,13,0,5,0,0,0,1,1
RM66SD,141,51,113,107,136,11,7,18,29,29,26,9,0,53,15,12,12,4,2,20,15,5,35,17,14,3,3,12,1,1,33,9,9,0,1,1,10,0
RM66SH,143,46,115,108,138,16,7,17,26,45,21,17,0,40,11,15,22,27,0,9,2,13,31,12,13,9,2,8,0,1,33,0,13,0,1,4,3,0
RM66SJ,69,24,51,41,68,10,3,11,11,15,6,16,1,16,7,6,9,15,0,7,0,7,15,2,8,5,7,1,1,0,17,0,7,0,1,3,0,0
RM66SL,99,36,84,80,95,8,4,10,12,29,17,11,0,43,17,13,10,2,2,2,2,4,29,13,4,6,1,9,2,1,30,0,6,0,0,2,1,0
RM66SP,136,47,109,99,130,16,11,16,17,37,16,17,1,50,12,36,20,9,0,4,5,7,29,11,13,8,4,6,3,2,39,0,8,0,0,2,0,2
RM66SR,37,15,34,30,37,0,1,2,8,8,7,6,0,3,14,5,1,3,1,0,4,0,12,4,3,3,3,2,0,0,11,0,3,0,1,1,0,0
RM66SS,68,23,49,41,64,8,8,8,10,18,8,12,2,16,19,4,1,21,0,0,2,8,16,3,6,6,3,4,1,0,17,0,5,0,1,3,1,1
RM66ST,22,8,19,11,21,2,1,2,1,3,5,9,0,14,2,0,1,5,0,0,0,1,6,0,2,5,0,1,0,0,7,0,1,0,0,0,0,0
RM66SU,85,31,67,61,82,9,5,12,8,23,8,18,0,40,7,7,9,10,4,6,1,8,23,8,7,8,4,3,1,0,26,1,3,0,2,1,0,0
RM66SX,21,14,18,10,21,1,0,2,2,1,2,9,2,13,1,6,0,0,0,0,1,0,13,1,1,1,9,2,0,0,13,0,1,0,0,0,0,0
RM66TB,30,16,28,22,28,1,2,0,2,6,5,10,0,15,4,8,0,0,2,0,0,1,14,3,1,6,3,2,1,0,16,0,0,0,0,1,0,0
RM66TD,30,14,24,18,28,2,4,2,1,5,3,12,0,18,3,8,0,0,1,0,0,1,11,1,3,6,1,3,0,0,10,0,3,0,0,0,0,0
RM66TU,44,14,31,28,44,10,2,11,4,18,4,5,0,11,0,0,19,5,2,6,1,4,6,2,5,1,3,0,2,0,8,0,6,0,2,1,2,3
RM66UA,85,27,63,55,84,8,2,19,6,19,16,12,1,35,4,12,2,3,0,20,3,4,17,8,8,6,1,2,0,2,21,0,6,0,0,0,3,3
RM66UB,57,20,49,43,54,3,4,4,1,22,2,11,1,21,14,12,0,4,0,5,1,2,16,7,3,2,7,0,0,1,15,1,4,0,0,1,2,0
RM66UH,79,30,61,53,75,9,7,10,9,15,10,21,1,45,6,9,9,0,1,5,3,5,24,9,2,7,7,1,3,1,27,1,2,0,0,0,0,1
RM66UJ,21,7,16,11,21,1,1,3,3,3,3,8,0,13,0,3,0,0,1,3,1,0,5,0,1,4,1,0,1,0,6,0,1,0,0,0,1,1
RM66UL,79,32,71,61,79,5,0,8,7,27,10,17,0,30,15,16,3,0,2,9,4,4,25,8,7,8,5,4,0,0,25,0,7,0,1,0,1,0
RM66UP,63,20,53,49,61,5,3,7,13,13,12,10,0,27,4,14,4,5,1,0,4,3,13,4,5,6,2,1,1,0,15,1,3,0,1,1,2,0
RM66UR,24,8,17,17,22,2,3,4,1,9,3,1,0,8,0,11,2,2,0,1,0,1,5,3,2,1,0,1,1,0,7,0,1,0,0,0,0,0
RM66UT,57,21,52,47,55,1,2,3,14,14,9,7,2,44,3,0,2,0,1,1,3,1,18,7,3,2,6,3,0,0,18,0,3,0,0,2,2,0
RM66UU,25,6,17,17,22,2,4,3,2,9,3,1,0,10,2,7,0,0,0,5,1,1,2,2,2,0,0,0,1,1,5,0,1,0,0,0,0,0
RM66UX,92,27,69,65,89,17,5,17,9,31,13,12,0,25,4,15,20,14,5,5,2,14,15,4,9,6,3,2,2,1,20,1,6,0,2,4,1,1
RM66XA,46,19,39,34,46,3,3,4,3,13,5,9,1,18,5,2,13,5,3,0,0,3,15,4,3,4,3,4,1,0,17,0,2,0,0,2,1,0
RM66XB,56,24,47,40,55,7,2,6,7,11,11,16,0,21,13,11,3,5,0,3,0,4,17,3,3,8,5,1,3,0,18,0,6,0,0,4,2,0
RM66XH,58,19,39,37,53,15,10,9,8,21,9,2,0,12,9,13,11,8,0,0,2,13,8,4,7,1,1,2,3,0,12,0,6,0,2,2,0,0
RM66XJ,67,17,44,44,64,16,8,13,7,23,8,6,0,26,10,5,9,0,3,6,5,7,8,6,6,2,0,0,2,1,10,5,2,0,2,0,1,0
RM66XL,42,12,34,32,40,7,2,5,9,12,6,2,0,6,5,0,18,6,0,0,5,5,7,5,3,0,1,1,1,1,11,0,1,0,0,2,0,0
RM66XP,60,20,50,45,59,7,1,7,7,17,11,10,0,31,5,5,0,13,0,1,3,2,15,3,4,4,3,5,0,1,13,4,3,0,0,2,1,1
RM66XR,60,18,47,46,57,7,6,5,11,14,11,9,0,40,4,1,7,4,0,2,0,2,12,6,6,5,1,0,0,0,9,6,3,0,1,1,3,1
RM66XS,60,22,49,47,60,6,0,10,7,16,8,10,0,39,11,0,3,0,0,5,0,1,14,3,6,3,5,3,1,0,8,11,3,0,2,2,5,1
RM66XT,42,14,28,27,39,10,3,11,2,13,5,7,0,22,4,0,10,2,1,2,0,2,9,1,3,5,0,3,1,0,7,2,5,0,0,1,4,6
RM66XU,78,24,57,55,78,14,5,13,13,21,8,11,1,42,15,5,6,0,2,8,0,7,15,5,7,4,4,2,1,1,15,8,1,0,2,0,4,2
RM66XX,34,10,25,25,32,6,4,5,4,13,7,0,0,22,0,4,1,0,0,7,0,1,4,4,5,0,0,0,1,0,4,4,2,0,0,0,2,1
RM66YA,142,40,119,110,135,15,9,12,25,42,23,15,0,100,8,14,5,7,2,3,0,2,27,11,13,12,1,3,0,0,31,6,3,0,0,2,4,4
RM66YB,38,18,30,26,35,3,3,5,1,14,6,7,1,18,6,4,4,2,0,1,0,3,14,3,4,3,3,5,0,0,15,1,2,0,0,0,1,0
RM66YD,92,27,68,63,90,5,5,15,19,23,15,5,2,41,7,12,4,7,1,16,2,0,16,8,8,2,3,3,3,0,22,3,2,0,0,2,2,2
RM66YH,70,26,57,52,68,6,5,7,6,24,5,16,0,25,1,12,7,8,1,4,8,2,18,1,6,9,3,5,2,0,19,0,7,0,1,2,3,1
RM66YJ,26,9,22,21,25,1,1,2,4,8,4,4,0,15,4,1,0,2,0,1,1,0,7,3,2,2,1,1,0,0,4,5,0,0,0,0,3,0
RM66YS,76,21,53,51,73,18,5,16,13,21,9,5,0,29,4,13,5,14,2,4,0,14,9,3,9,2,1,3,2,1,13,3,4,0,1,1,3,4
RM66YT,48,17,41,39,47,5,1,5,7,16,4,9,0,19,3,6,2,9,0,6,3,1,13,4,4,4,2,3,0,0,15,0,2,0,0,1,0,0
RM66YU,33,9,16,16,31,8,3,13,5,6,5,1,0,4,1,2,6,8,1,10,0,7,2,0,4,0,0,2,2,0,0,0,9,0,2,0,2,1
RM66YX,21,5,14,13,18,2,5,2,2,6,5,1,0,0,3,0,5,8,0,0,3,2,3,3,1,0,0,0,0,1,5,0,0,0,0,0,0,0
RM70JA,25,9,23,20,25,2,1,1,3,6,7,3,0,17,0,5,0,0,2,1,0,0,7,3,2,1,1,2,0,0,7,0,2,0,0,0,0,0
RM70PH,22,1,22,22,22,0,0,0,11,13,0,0,0,9,2,0,0,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
RM70RJ,73,32,65,51,71,1,2,6,6,12,14,18,2,47,15,3,1,0,0,3,0,0,27,7,5,8,7,5,0,0,29,1,2,0,0,4,1,0
