POSTCODE,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Population_3_and_over,Total_Population_school_census,RM2018_01,RM2018_02,RM2018_02a,RM2018_03,RM2018_04,RM2018_05,RM2018_06,RM2018_08,RM2018_09,RM2018_10,RM2018_11,RM2018_12,RM2018_13,RM2018_14,RM2018_15,RM2018_17,RM2018_18,RM2018_21,RM2018_22,RM2018_23,RM2018_24,RM2018_25,RM2018_26,RM2018_27,RM2018_28,RM2018_29,RM2018_30,RM2018_31,RM2018_40,RM2018_41,RM2018_42,RM2018_43
RM107AD,37,11,33,33,37,2,1,2,6,12,7,5,0,21,2,0,0,7,1,6,0,2,8,4,3,3,1,0,0,0,6,3,2,0,1,1,2,1
RM107AE,212,92,129,128,191,51,27,52,17,77,20,6,0,113,17,0,5,4,4,60,8,16,48,9,19,2,3,34,23,1,2,87,3,0,6,2,34,15
RM107AG,166,44,116,116,158,35,11,34,39,48,21,5,0,97,18,3,1,3,5,35,2,5,18,13,23,2,1,2,2,1,8,33,3,0,2,0,11,7
RM107AH,34,12,32,28,34,4,0,2,4,7,5,9,0,29,2,0,0,0,0,3,0,1,10,2,1,6,0,2,1,0,6,5,0,0,1,0,2,0
RM107AJ,39,8,27,26,37,10,2,9,9,8,6,1,1,5,6,0,0,6,0,22,0,6,4,2,4,1,1,0,0,0,4,3,1,0,0,1,1,3
RM107AL,64,14,45,44,61,14,8,9,13,15,14,3,0,25,14,0,0,0,4,14,7,8,6,4,8,2,0,0,0,0,7,4,3,0,2,0,3,1
RM107AN,57,19,39,36,52,9,9,8,9,14,6,4,1,21,18,0,2,0,2,9,0,2,11,2,7,2,3,4,0,0,11,5,3,0,0,2,2,0
RM107AP,40,15,37,33,40,3,0,3,7,11,8,7,0,23,6,3,2,1,1,3,0,1,13,7,2,3,2,1,0,0,10,4,1,0,0,2,1,0
RM107AQ,115,31,79,77,110,32,7,24,31,29,12,5,0,40,14,0,4,6,4,39,5,14,12,6,16,1,1,4,1,2,6,22,3,0,2,0,10,5
RM107AR,46,12,35,29,43,6,5,5,10,8,6,9,1,22,4,2,8,1,0,9,0,2,8,1,4,4,2,1,0,0,7,3,2,0,0,1,3,0
RM107AS,81,30,63,58,78,8,6,12,6,19,18,9,0,42,6,2,4,0,0,26,0,3,19,8,8,6,1,4,3,0,21,5,4,0,0,1,3,0
RM107AT,79,24,54,47,76,16,6,17,12,15,11,7,0,22,12,0,0,5,2,37,1,5,12,6,10,1,5,0,2,0,14,4,6,0,3,1,3,3
RM107AU,120,48,65,64,109,35,21,33,6,48,6,4,0,63,8,0,3,5,1,30,7,10,21,3,10,2,1,15,16,0,2,44,2,0,7,0,26,8
RM107AW,47,19,32,29,43,10,6,8,2,12,12,5,0,23,12,0,0,0,0,12,0,4,11,4,6,3,1,3,2,0,8,10,1,0,2,0,3,2
RM107AX,182,66,111,109,169,48,27,42,18,59,21,6,0,95,20,2,1,4,7,30,17,17,32,8,14,3,0,21,17,2,10,54,2,0,8,1,26,20
RM107AZ,73,16,43,43,67,25,8,19,16,16,10,2,0,38,7,0,0,0,0,26,0,8,2,2,12,0,0,0,1,1,1,14,1,0,1,0,7,8
RM107BA,129,37,93,85,122,23,10,25,20,33,16,13,0,54,21,0,4,13,7,29,0,8,24,10,11,7,3,4,2,0,27,6,4,0,0,2,3,7
RM107BB,81,16,56,55,78,20,6,16,17,23,13,1,0,35,15,2,1,7,0,19,2,6,8,6,7,1,0,1,1,0,6,5,5,0,1,0,3,1
RM107BD,71,22,55,51,68,11,5,11,13,21,12,5,1,20,15,0,3,2,3,26,1,8,14,7,6,2,2,3,1,0,11,5,6,0,0,2,3,1
RM107BE,21,11,18,13,20,3,2,1,1,5,2,9,1,10,3,0,5,1,0,2,0,1,10,0,1,2,5,3,0,0,5,5,1,0,0,0,5,0
RM107BF,58,7,29,29,56,24,6,22,10,17,1,0,0,51,2,0,0,0,1,0,4,0,0,0,7,0,0,0,0,0,0,7,0,0,5,0,1,2
RM107BG,63,22,53,46,61,8,2,8,9,24,10,7,1,33,22,1,1,0,0,6,0,2,15,4,6,2,5,4,0,1,15,2,5,0,1,1,1,0
RM107BH,38,26,31,25,36,2,4,2,4,7,3,16,0,27,3,0,0,4,0,4,0,1,22,2,1,2,12,6,3,0,4,18,4,0,0,1,16,0
RM107BL,71,24,58,55,70,10,2,9,14,14,15,10,0,38,11,0,0,0,0,21,0,5,16,5,5,4,4,3,2,0,13,10,1,0,0,1,3,0
RM107BP,32,8,22,22,32,9,0,9,9,5,8,1,0,14,8,0,0,0,0,6,4,2,3,2,5,0,1,0,0,0,5,2,1,0,1,0,2,0
RM107BQ,56,20,48,45,55,9,1,6,12,18,7,8,0,23,8,0,0,0,4,20,0,4,16,6,4,4,3,3,0,0,15,3,2,0,1,2,3,0
RM107BS,142,54,110,101,137,18,9,19,20,34,33,23,0,97,20,0,6,0,2,8,4,3,29,9,15,9,6,5,7,3,26,18,10,0,2,1,10,2
RM107BT,195,64,146,131,185,34,14,34,24,56,17,25,1,106,18,11,3,1,5,49,2,10,36,11,16,12,5,8,9,3,30,24,9,0,4,3,10,5
RM107BU,30,13,25,24,30,5,1,4,4,9,3,3,0,16,4,0,0,1,0,7,1,2,10,5,0,1,1,3,3,0,7,6,0,0,1,1,1,0
RM107BX,25,11,19,18,25,1,2,2,4,7,4,4,0,12,13,0,0,0,0,0,0,1,8,3,1,1,3,1,1,0,5,4,2,0,0,0,2,0
RM107DA,143,50,110,103,140,22,12,19,19,48,24,13,0,89,26,0,5,3,2,15,0,8,32,14,14,5,5,8,4,0,23,22,5,0,2,1,11,1
RM107DB,89,26,68,65,89,17,4,16,17,15,17,13,0,41,1,1,1,1,3,34,0,6,15,5,8,4,4,2,1,2,18,8,0,0,0,0,1,1
RM107DD,122,44,80,78,117,27,13,27,16,38,17,8,0,78,7,0,5,4,2,23,2,7,20,6,12,5,2,7,12,0,10,30,4,0,4,2,20,7
RM107DG,30,29,30,16,30,0,0,0,0,0,5,18,1,24,3,0,0,0,0,3,0,0,29,0,0,1,17,11,0,0,0,29,0,0,3,0,24,0
RM107DH,106,49,80,74,104,17,8,18,11,29,14,18,1,65,22,3,0,0,0,14,0,7,33,8,7,5,8,12,6,2,15,28,6,0,4,2,18,2
RM107DJ,133,44,110,106,127,12,9,14,18,47,24,11,0,66,41,0,0,0,4,21,0,5,28,17,10,1,7,3,4,2,27,10,5,0,3,1,5,0
RM107DL,152,48,108,99,145,29,9,31,23,36,20,23,0,93,28,3,4,1,2,16,3,6,27,5,19,11,3,8,0,2,30,12,6,0,1,3,10,4
RM107DX,68,23,45,43,65,15,7,14,9,22,4,5,1,26,16,0,0,3,1,18,0,12,13,6,8,2,2,3,2,0,9,10,4,0,5,1,4,1
RM107EB,26,10,19,18,25,4,4,3,3,8,2,2,0,13,5,0,0,0,1,4,3,0,6,3,2,1,1,1,2,0,3,5,2,0,2,0,2,0
RM107ED,107,37,89,82,104,14,9,9,24,21,21,17,0,68,16,0,0,6,3,13,0,1,27,9,7,7,6,5,2,0,22,10,4,0,1,3,8,2
RM107EH,127,53,102,95,119,14,9,15,21,34,12,18,0,51,18,3,3,5,4,37,2,8,42,10,8,8,6,18,3,0,32,3,18,0,2,2,1,1
RM107EJ,26,16,23,17,26,2,0,3,0,3,3,12,2,19,7,0,0,0,0,0,0,0,14,0,2,4,8,2,0,0,4,11,1,0,0,0,8,0
RM107EU,78,27,50,47,72,18,10,17,4,19,14,8,0,25,21,0,3,15,1,11,0,10,15,4,7,3,2,6,4,1,5,15,7,0,3,0,12,1
RM107EX,52,14,35,33,48,7,6,11,8,12,6,4,1,13,13,0,1,4,2,11,1,5,4,1,6,3,0,0,1,2,2,4,8,0,2,0,3,0
RM107FB,22,12,16,16,21,1,2,3,2,11,3,0,0,10,7,2,0,0,1,0,0,0,8,3,2,0,0,5,1,0,5,0,7,0,2,0,0,0
RM107FG,190,60,118,118,177,48,20,49,20,71,27,2,0,38,35,5,14,9,7,67,2,27,20,10,28,1,1,8,10,0,33,0,27,0,1,0,8,6
RM107FL,33,20,33,24,33,0,0,0,0,3,2,23,0,28,5,0,0,0,0,0,0,0,20,0,0,9,11,0,0,0,0,20,0,0,0,0,16,0
RM107HA,59,22,54,51,58,6,1,4,15,12,12,6,0,37,12,3,1,0,0,5,0,2,18,12,4,3,2,1,0,0,18,0,4,0,1,1,0,0
RM107HB,42,19,29,27,40,8,3,10,1,15,8,2,0,17,10,0,0,7,2,3,0,3,13,3,4,1,1,8,2,0,12,0,7,0,3,2,0,0
RM107HD,73,26,54,49,70,16,3,15,10,17,7,11,1,39,7,1,2,10,3,3,2,10,19,4,7,6,3,6,0,0,18,5,3,0,1,1,3,4
RM107HH,81,25,57,57,78,18,4,20,8,24,8,9,0,42,20,1,0,0,1,15,2,6,15,6,9,4,2,3,1,0,20,3,2,0,1,1,0,0
RM107HJ,73,30,63,48,70,8,6,4,9,24,6,16,1,37,15,2,0,0,5,13,0,2,24,8,5,8,5,3,1,0,25,0,5,0,2,3,1,1
RM107HL,96,28,64,58,94,21,5,26,12,30,11,4,4,21,12,4,0,1,2,56,0,11,15,7,8,1,5,2,3,2,19,3,6,0,1,1,2,0
RM107HP,171,59,129,118,161,23,17,24,17,47,21,26,1,78,47,0,4,1,2,36,3,10,38,17,15,10,7,4,5,1,46,0,13,0,2,1,5,2
RM107HR,186,54,126,122,176,39,14,44,18,49,20,12,1,74,19,1,8,0,5,66,7,14,27,12,21,5,5,5,6,0,21,17,16,0,2,1,18,8
RM107HS,161,46,108,102,151,40,19,31,29,43,16,10,0,89,16,1,5,5,8,27,5,11,24,11,19,5,4,4,2,0,14,23,9,0,2,2,14,14
RM107HT,162,53,123,112,155,24,10,26,18,49,19,14,0,92,20,0,2,1,2,20,15,12,36,22,11,7,1,6,4,1,29,13,11,0,4,2,7,1
RM107HU,144,36,93,89,136,37,12,34,23,41,11,8,0,63,18,0,5,13,2,28,6,10,15,6,16,4,2,3,4,1,11,18,7,0,2,1,11,10
RM107HY,97,45,60,59,92,27,11,24,8,28,11,6,0,61,11,0,1,4,1,18,0,5,26,3,8,2,3,18,10,0,2,42,1,0,2,0,20,12
RM107HZ,117,48,71,69,109,30,14,31,4,44,12,7,0,51,17,0,0,0,7,35,5,12,24,5,12,2,4,13,12,0,3,44,1,0,3,0,24,10
RM107JA,59,15,42,41,55,10,6,9,11,20,10,2,0,27,0,0,0,5,0,24,0,6,7,4,7,0,1,2,0,1,5,7,3,0,1,0,4,1
RM107JB,60,39,55,55,59,4,1,4,2,31,14,2,0,26,6,2,5,0,0,20,1,1,36,8,3,0,2,26,0,0,4,35,0,0,1,2,17,2
RM107JL,99,34,70,60,95,15,8,18,11,30,10,17,1,37,37,2,1,1,1,14,0,9,18,2,13,6,6,4,1,2,23,0,10,0,2,4,2,0
RM107JP,122,42,91,84,118,23,9,19,21,30,11,14,0,59,15,5,2,11,5,17,4,10,25,10,12,6,3,6,2,1,30,0,12,0,3,2,1,1
RM107JR,133,35,99,92,128,20,11,22,18,41,21,12,0,36,28,3,3,8,1,52,1,12,19,7,16,4,3,5,0,0,22,5,8,0,0,2,2,0
RM107JT,80,26,59,50,74,13,6,15,6,22,14,15,0,25,8,4,2,2,7,28,3,5,17,2,7,6,4,5,2,0,18,1,5,0,0,1,2,2
RM107JU,50,21,41,38,48,3,4,5,4,19,5,6,1,25,14,0,2,0,2,6,0,3,16,7,2,4,1,4,3,0,17,0,4,0,1,1,0,0
RM107JX,131,53,104,96,128,16,9,18,10,40,15,18,2,62,25,6,6,7,5,11,1,6,36,12,10,7,8,9,6,1,41,0,12,0,1,5,2,0
RM107LA,46,18,31,30,45,7,2,12,6,15,4,3,0,16,13,5,3,4,1,1,1,6,10,3,6,0,3,4,2,0,12,0,6,0,0,1,1,0
RM107LB,55,18,35,32,53,15,3,16,3,16,4,6,0,22,22,0,0,0,2,8,0,10,12,3,4,4,0,5,2,0,15,0,3,0,0,2,1,2
RM107LD,92,24,63,59,87,16,9,16,15,24,10,15,0,30,27,6,0,0,1,28,0,11,12,3,10,7,0,2,1,1,16,0,7,0,1,1,4,1
RM107LH,103,33,74,70,100,15,9,19,8,29,15,13,0,23,28,10,6,0,1,30,5,11,20,7,8,6,1,6,3,2,24,0,7,0,1,0,0,0
RM107LJ,133,41,109,101,128,18,6,15,25,33,21,19,1,63,27,0,5,1,3,32,2,9,28,8,12,9,4,7,0,1,30,5,5,0,3,2,3,1
RM107LL,43,14,27,25,40,6,4,9,8,10,3,7,1,12,16,3,5,4,0,3,0,6,6,1,5,3,2,0,2,0,11,0,3,0,2,1,0,0
RM107LP,48,16,41,35,47,7,3,4,7,7,7,11,0,34,1,0,3,0,3,5,0,3,13,6,3,5,2,0,0,0,13,2,1,0,0,3,2,0
RM107LR,35,14,27,21,34,5,4,3,3,12,1,6,1,22,8,0,0,2,1,2,0,3,10,2,4,2,3,3,0,0,11,2,1,0,1,1,1,1
RM107LS,41,16,32,28,39,9,2,7,6,8,8,6,0,16,7,2,0,0,2,13,0,3,11,2,3,4,1,4,2,0,9,5,2,0,0,2,5,0
RM107LT,45,17,32,25,44,6,2,10,4,10,8,10,1,26,2,0,0,1,1,9,0,3,10,0,5,3,4,3,0,1,8,6,3,0,1,0,7,1
RM107LU,24,8,15,13,20,6,4,5,3,11,0,1,1,12,0,3,4,0,5,0,0,2,2,0,5,0,2,0,1,0,5,3,0,0,1,1,2,1
RM107LX,49,36,42,39,44,1,6,1,5,17,12,3,1,27,10,0,2,0,0,8,1,0,30,4,4,0,4,22,0,0,5,28,3,0,1,2,15,0
RM107NA,70,42,57,51,65,5,7,5,3,25,10,8,1,32,16,0,2,1,1,17,0,4,33,5,6,2,5,21,2,0,8,20,14,0,2,1,16,0
RM107NB,50,36,46,44,49,1,3,1,1,25,9,6,0,35,7,0,0,1,1,3,2,1,32,5,4,1,5,21,0,0,5,29,2,0,6,0,4,0
RM107ND,49,18,30,28,47,15,4,14,2,18,3,5,0,23,15,0,0,0,0,10,1,3,7,1,5,0,3,3,4,2,12,4,2,0,3,0,3,6
RM107NH,56,46,51,31,56,2,1,4,0,6,4,28,4,44,9,1,0,0,0,2,0,1,42,0,0,2,26,14,2,1,2,40,4,0,4,0,33,1
RM107NJ,45,18,26,26,41,11,6,12,7,13,5,4,0,16,25,0,0,2,0,1,0,7,9,0,6,0,4,5,3,0,9,0,9,0,2,2,3,0
RM107NL,87,45,68,58,80,9,11,8,7,21,19,10,0,48,11,1,7,2,4,7,1,2,31,9,3,4,3,15,10,0,22,0,23,0,3,1,4,1
RM107NN,42,16,23,23,38,13,7,11,3,11,6,2,0,5,11,1,2,8,2,12,0,9,6,2,4,0,2,2,6,0,2,0,14,0,2,0,4,0
RM107NS,60,22,40,39,57,15,6,13,5,17,11,3,0,26,6,2,0,0,2,19,5,5,13,7,3,0,3,3,5,0,15,0,7,0,0,0,3,3
RM107NT,56,17,40,39,55,18,1,14,5,18,8,8,0,24,3,0,0,5,2,22,0,5,10,2,7,4,1,3,0,0,14,0,3,0,1,1,1,0
RM107NU,152,60,119,110,149,30,6,25,24,36,21,24,1,85,16,0,0,11,4,34,1,14,42,12,13,9,12,9,5,0,38,14,8,0,2,2,7,4
RM107PA,23,11,16,16,21,2,4,3,2,3,4,5,0,11,10,0,0,0,0,2,0,0,7,2,1,1,3,1,3,0,4,4,2,0,0,0,4,1
RM107PB,42,18,27,27,40,11,6,8,6,13,7,1,0,15,9,1,0,2,2,12,1,5,8,5,3,0,1,2,6,0,3,15,0,0,2,0,9,3
RM107PD,22,11,15,15,20,5,2,5,0,9,2,1,0,10,7,0,0,0,0,5,0,1,7,2,0,0,1,4,4,0,1,10,0,0,2,0,5,3
RM107PH,50,18,30,28,45,13,9,11,9,19,0,2,0,33,3,0,0,0,1,12,0,4,9,3,5,0,2,4,4,0,1,15,2,0,1,1,10,4
RM107PJ,63,30,44,44,59,12,9,10,6,24,8,2,0,43,4,0,0,0,2,11,3,0,18,6,5,1,1,10,7,0,1,28,1,0,1,2,13,0
RM107PL,45,16,30,28,43,12,5,9,2,15,6,1,2,18,9,0,0,0,0,15,3,4,9,4,6,1,2,2,1,0,10,2,4,0,0,0,3,0
RM107PP,25,12,17,17,21,4,4,3,4,11,2,1,0,14,0,0,0,0,0,11,0,2,7,2,3,0,1,4,2,0,1,10,1,0,1,0,4,1
RM107PT,128,40,83,80,123,33,13,26,30,34,11,5,0,65,9,0,1,2,4,40,7,8,21,7,13,2,3,9,6,0,1,39,0,0,3,0,18,7
RM107PU,39,18,28,28,38,9,1,9,5,15,6,1,0,12,11,1,2,1,1,9,0,6,12,3,2,0,0,9,3,1,3,14,1,0,3,0,5,2
RM107PX,32,12,18,18,30,11,4,10,2,11,2,2,0,16,2,0,2,0,2,6,2,6,7,0,4,1,1,5,1,0,0,11,1,0,0,0,7,3
RM107QA,37,12,17,17,33,16,6,13,3,14,1,0,0,16,7,3,0,0,3,7,1,6,2,0,5,0,0,2,5,0,1,9,2,0,0,1,3,4
RM107QB,20,12,14,12,18,3,3,3,2,5,2,1,1,11,0,0,1,0,0,8,0,2,8,1,1,0,2,5,3,0,2,8,2,0,1,0,6,2
RM107QD,36,12,20,20,32,10,8,8,1,14,2,2,0,16,1,0,4,0,0,15,0,4,3,1,5,1,0,1,3,0,3,6,3,0,1,0,4,3
RM107QH,31,11,17,17,29,11,3,10,3,9,5,1,0,17,0,4,0,0,0,9,0,1,3,1,4,0,1,1,4,0,2,9,0,0,3,0,5,1
RM107QJ,58,22,46,41,55,7,6,6,12,12,10,8,0,33,13,0,2,0,0,8,2,4,16,7,4,2,4,3,1,1,9,10,3,0,3,1,5,1
RM107QL,81,26,56,53,77,18,8,17,10,22,11,7,0,42,8,2,3,7,0,17,1,4,13,3,10,2,4,4,3,0,16,6,4,0,0,1,3,3
RM107QP,139,41,88,77,134,43,12,37,12,37,14,16,3,59,14,2,4,0,6,51,3,15,21,4,16,6,9,2,3,1,20,14,7,0,2,1,6,0
RM107QR,22,13,18,13,21,3,1,3,2,1,1,6,2,12,1,0,0,0,0,9,0,3,12,2,0,1,7,2,1,0,2,11,0,0,0,0,10,1
RM107QS,133,43,86,83,126,34,12,31,17,38,19,6,1,53,29,1,3,0,6,35,6,12,19,7,13,5,2,5,10,0,12,23,8,0,6,3,15,12
RM107QT,81,27,57,53,77,21,6,17,11,18,13,8,1,40,10,1,2,0,3,21,1,10,17,6,8,3,3,5,1,1,12,6,9,0,3,1,4,1
RM107QU,141,46,106,99,131,22,14,20,22,40,21,8,4,45,28,3,2,3,6,48,0,10,25,9,16,6,3,7,3,0,33,6,7,0,1,2,3,1
RM107QX,134,52,86,80,125,32,13,32,14,42,19,8,1,75,16,0,7,4,2,22,3,10,26,8,11,3,4,11,14,0,20,24,8,0,5,3,9,9
RM107RE,204,59,136,135,194,48,16,49,30,58,39,2,0,34,35,0,6,3,13,94,6,26,27,14,26,2,0,11,5,0,35,0,24,0,2,3,3,0
RM107RS,49,17,37,36,46,8,3,9,6,16,5,0,1,32,5,1,5,1,0,5,0,5,12,9,3,0,1,2,2,0,7,5,5,0,1,3,3,4
RM107RT,53,17,35,33,48,12,7,10,6,15,9,4,0,29,9,0,4,0,2,8,1,4,7,2,7,2,1,2,3,0,5,7,5,0,1,0,4,1
RM107RU,65,26,50,47,61,13,5,9,8,22,8,6,1,46,8,2,0,0,3,6,0,8,17,9,6,2,4,2,3,0,13,9,4,0,5,1,2,1
RM107RX,111,40,83,80,109,23,3,25,14,34,22,6,0,60,25,6,1,4,0,10,1,12,23,8,12,2,3,10,5,0,20,12,8,0,2,0,6,2
RM107SA,151,53,100,95,142,34,13,34,22,52,18,10,0,65,36,4,4,7,1,28,3,12,27,9,20,1,6,11,4,2,27,13,12,0,4,3,6,3
RM107SB,50,16,36,32,50,11,3,9,11,9,12,8,0,16,5,0,6,0,5,14,0,5,10,3,5,5,2,0,1,0,12,1,3,0,2,3,1,1
RM107SS,181,68,129,121,172,39,18,31,19,59,20,20,0,100,24,7,3,1,1,31,2,14,47,15,17,7,11,14,3,1,31,25,12,0,2,5,16,3
RM107ST,122,40,86,81,116,22,9,25,18,37,17,8,1,50,9,6,7,7,3,27,6,5,24,7,12,2,5,10,3,1,22,8,10,0,3,5,8,8
RM107TB,96,28,68,68,90,18,8,20,14,27,13,10,0,54,22,0,0,12,1,5,1,3,15,7,5,5,0,3,6,1,10,9,9,0,3,1,8,1
RM107TD,70,27,63,56,70,3,0,6,10,17,12,13,1,27,14,0,0,23,0,6,0,3,23,9,3,6,5,3,0,1,25,0,2,0,0,3,0,0
RM107TH,87,27,72,67,85,14,3,11,11,29,14,10,0,29,20,7,0,19,4,6,0,3,18,7,7,4,2,5,0,2,23,0,4,0,0,1,0,1
RM107TJ,63,24,46,39,62,9,6,9,8,20,8,11,0,24,19,2,1,11,0,3,0,7,15,3,8,4,4,4,1,0,19,0,5,0,0,0,1,1
RM107TL,68,25,53,45,64,8,4,10,10,16,12,10,0,39,5,1,0,16,4,3,0,5,17,6,4,2,5,4,2,2,20,0,4,0,1,2,1,1
RM107TP,94,30,71,67,91,16,4,16,17,24,14,11,0,66,0,0,0,4,1,13,6,2,19,4,9,7,1,7,1,1,21,0,9,0,2,3,1,1
RM107TR,90,30,69,62,84,15,6,13,12,28,8,17,2,45,14,6,1,10,2,9,3,6,19,6,5,9,3,1,5,1,27,0,3,0,0,2,1,0
RM107TT,122,33,95,87,117,15,9,17,18,35,18,13,1,54,25,0,8,1,1,22,9,8,22,10,8,4,4,4,1,2,29,0,3,0,0,1,0,0
RM107UA,72,14,52,52,72,21,3,14,28,15,12,0,0,28,19,2,3,0,7,6,2,11,5,5,9,0,0,0,0,0,0,0,14,0,6,0,5,9
RM107UB,75,21,58,56,69,11,8,9,8,20,16,6,0,25,31,0,0,1,1,16,1,7,13,7,7,2,0,4,0,1,14,1,6,0,0,0,4,0
RM107UD,70,27,57,54,67,7,6,7,12,21,10,10,0,43,15,2,0,0,4,5,0,4,19,8,5,3,5,3,3,0,8,15,4,0,2,1,6,2
RM107UH,55,20,33,33,50,14,6,16,2,18,2,4,0,29,4,0,0,1,2,16,3,6,10,3,5,3,0,4,5,0,8,9,3,0,2,1,5,2
RM107UL,99,25,74,74,94,16,5,19,21,30,16,1,0,42,28,4,1,0,2,22,0,5,11,7,12,0,0,4,1,0,14,4,7,0,2,0,1,5
RM107UP,35,14,27,24,35,6,1,6,3,9,8,7,0,10,2,0,0,1,1,20,0,5,10,1,3,3,1,5,1,0,11,0,2,0,1,1,1,0
RM107UU,85,37,64,57,81,14,6,14,8,25,11,11,1,47,11,2,2,2,5,14,0,3,26,5,7,3,6,12,4,0,9,17,8,0,0,1,9,1
RM107XA,110,48,74,68,105,25,11,23,7,41,10,12,0,67,18,0,1,4,3,17,0,9,28,5,12,3,7,13,7,1,10,21,16,0,6,0,12,4
RM107XB,39,18,28,24,37,5,3,7,3,11,5,7,0,24,4,0,4,3,0,4,0,1,13,0,4,3,2,8,1,0,10,6,2,0,0,2,3,1
RM107XD,57,30,43,42,53,10,7,7,3,27,5,2,0,19,14,1,1,0,10,7,1,8,23,4,3,0,2,17,3,0,5,13,10,0,3,0,9,3
RM107XJ,45,15,38,34,44,7,2,5,14,13,6,4,0,12,20,1,5,0,4,2,0,5,12,4,3,2,1,5,0,0,5,0,9,0,2,0,0,0
RM107XL,197,50,144,139,188,29,16,32,27,56,29,15,0,48,32,0,2,14,3,81,5,17,24,12,20,7,1,4,3,3,32,2,16,0,4,0,4,3
RM107XP,35,15,24,21,34,5,3,7,3,10,6,2,1,15,10,0,0,0,3,7,0,2,10,1,4,0,3,6,1,0,9,0,6,0,1,1,0,0
RM107XR,68,22,51,49,65,9,3,13,10,19,10,4,0,39,15,0,0,1,0,5,7,4,16,7,5,2,2,5,1,0,10,1,11,0,1,2,5,2
RM107XT,71,27,54,49,69,14,3,11,8,27,12,5,1,29,13,0,1,5,3,17,2,9,16,7,6,2,1,6,4,1,18,1,8,0,3,0,3,3
RM107XX,72,25,55,52,70,13,3,13,16,19,10,5,0,31,12,0,9,5,2,10,0,7,15,6,6,3,1,5,4,0,8,10,7,0,4,0,8,1
RM107YA,39,13,25,23,37,5,5,8,5,9,6,5,0,0,9,0,0,0,3,16,0,5,3,0,6,2,0,1,2,1,2,0,7,0,0,0,2,0
RM107YD,65,8,62,17,65,2,0,3,0,3,3,31,19,58,1,2,1,0,0,2,0,0,6,1,0,1,2,2,1,1,3,3,1,0,1,1,3,1
RM107YH,140,43,105,98,137,26,8,27,17,42,15,16,1,76,27,3,2,5,0,20,2,12,26,10,12,8,6,2,3,2,23,13,7,0,3,1,9,6
RM107YJ,106,33,78,73,95,13,14,12,15,32,17,12,0,48,31,1,0,0,2,19,0,8,21,7,8,5,4,5,3,1,19,10,4,0,2,2,9,0
RM107YP,44,32,41,19,44,3,0,3,3,3,3,24,5,35,6,0,0,0,0,2,0,1,30,0,2,3,23,4,0,0,0,31,1,0,2,0,24,1
RM107YU,56,18,33,32,51,20,6,17,4,18,4,3,0,24,4,2,0,4,0,19,0,6,6,3,6,2,0,1,5,0,8,6,4,0,1,0,5,6
RM108AD,52,48,52,27,52,0,0,0,0,2,1,40,2,37,7,0,0,0,0,7,1,0,48,0,0,3,37,8,0,0,0,48,0,0,6,0,38,0
RM108AE,73,29,53,50,69,8,6,13,6,26,9,5,2,39,12,1,1,0,2,14,4,5,17,7,7,2,4,4,5,0,7,13,9,0,4,2,7,1
RM108AF,60,20,36,35,57,15,7,17,11,16,7,1,0,28,6,0,0,0,1,21,3,5,9,4,7,0,1,4,4,0,1,17,2,0,0,1,7,6
RM108AH,32,14,18,18,30,5,3,11,3,7,6,2,0,13,6,1,2,4,2,4,0,4,6,0,2,2,0,4,6,0,2,0,12,0,1,2,3,0
RM108AJ,90,30,67,64,85,10,7,15,12,25,9,10,0,21,23,11,0,6,2,23,3,6,16,4,10,4,2,6,1,2,16,1,13,0,1,2,4,2
RM108AL,28,16,28,17,28,0,0,0,1,5,5,12,0,23,4,0,0,0,0,1,0,0,16,5,0,4,4,3,0,0,13,0,3,0,0,2,1,0
RM108AN,115,40,90,86,111,12,8,14,17,40,15,8,0,66,15,3,4,2,2,15,6,3,27,15,9,2,3,7,2,1,21,5,14,0,5,0,5,1
RM108AP,83,25,62,59,80,17,5,15,8,33,4,13,0,25,14,4,6,15,1,15,0,8,18,7,5,6,1,4,2,0,16,3,6,0,1,0,3,3
RM108AR,114,39,97,91,110,10,6,9,14,33,16,17,0,60,16,1,1,12,2,17,1,7,30,11,7,7,5,7,1,1,30,1,8,0,2,3,2,0
RM108AS,75,28,64,60,75,4,1,10,13,13,21,12,0,42,17,0,0,2,0,10,0,4,20,8,7,5,3,4,1,0,22,2,4,0,2,3,1,0
RM108AT,121,45,107,90,119,7,3,11,14,36,18,24,2,49,23,2,13,12,0,17,0,6,37,13,6,9,9,6,1,1,34,5,6,0,5,8,0,0
RM108AU,95,36,74,66,94,19,5,16,8,25,13,21,1,50,24,0,5,11,0,4,1,9,23,6,9,8,6,3,2,2,30,0,6,0,2,3,1,0
RM108AX,66,21,51,45,63,8,6,8,5,27,6,10,1,32,11,2,2,12,0,4,0,6,13,3,5,4,4,2,2,1,13,0,8,0,2,2,1,0
RM108AY,136,54,104,97,131,23,13,16,15,41,16,17,0,76,33,0,2,1,4,20,0,9,34,11,15,5,9,9,4,1,27,17,10,0,1,0,14,4
RM108AZ,91,30,63,58,82,18,12,15,9,28,11,10,0,31,34,0,0,5,5,13,1,9,14,3,12,4,3,4,2,0,20,2,8,0,0,1,1,0
